name,online_order,book_table,rate,votes,location,rest_type,cuisines,approx_cost(for two people),menu_item,listed_in(type),listed_in(city)
Chai Mane,Yes,No,3.6,20,Basavanagudi,Quick Bites,"Juices, Fast Food",150,"['Aloo Tikki Burger', 'Paneer Burger', 'Paneer Toast Sandwich', 'Ginger Chai', 'French Fries', 'Aloo Tikki Burger', 'Veg Burger', 'Paneer Burger', 'Corn Tikki Burger', 'Veg Sandwich', 'Veg Cheese Sandwich', 'Chilly Cheese Sandwich', 'Tomato Cheese Sandwich', 'Corn Sandwich', 'Jam Toast Sandwich', 'Chocolate Peanut Sandwich', 'American Corn Sandwich', 'Peanut Butter Sandwich', 'Veg Mayonisse Sandwich', 'Aloo Tikki Sandwich', 'Jam Banana Sandwich', 'Paneer Toast Sandwich', 'Paneer and Corn Cheese Sandwich', 'Club Cheese Sandwich', 'Masala Corn Sandwich', 'Masala Corn Cheese Sandwich', 'French Fries', 'Potato Pops', 'Smilies', 'Aloo Tikki', 'Classic Vada Pav', 'Cheese Vada Pav', 'Aloo Tikki Vada Pav', 'Banana Cake', 'Vanilla Shake', 'Strawberry Shake', 'Pista Shake', 'Butterscotch Shake', 'Black Currant Shake', 'Mango Shake', 'Banana Milkshake', 'Carrot Milkshake', 'Kiwi Milkshake', 'Pista Banana Shake', 'Strawberry Banana Shake', 'Mango Banana Shake', 'Oreo Milkshake', 'Chocolate Milkshake', 'Cold Coffee', 'Cold Badam', 'Lime Juice', 'Salt Lime', 'Watermelon Juice', 'Muskmelon Juice', 'Red Lime Juice', 'Green Lime Juice', 'Sweet Lassi', 'Chocolate Lassi', 'Strawberry Lassi', 'Banana Lassi', 'Kiwi Lassi', 'Mango Lassi', 'Ginger Chai', 'Lemon Chai', 'Lemon Ginger Chai', 'Masala Chai', 'Jeera Lemon Chai']",Delivery,Banashankari
SLV Upachar,Yes,No,3.1,14,Kumaraswamy Layout,Quick Bites,"South Indian, Chinese, Street Food",250,[],Delivery,Banashankari
Waffle-A-Go Go,Yes,No,3.9,70,Banashankari,Dessert Parlor,"Fast Food, Desserts, Ice Cream",400,[],Delivery,Banashankari
Cross Road Cafe,Yes,No,3.9,91,Jayanagar,Cafe,"Cafe, Fast Food, Chinese",300,[],Delivery,Banashankari
Anand Donne Biriyani,Yes,No,3.6,45,Jayanagar,Quick Bites,Biryani,200,[],Delivery,Banashankari
Seven Star,Yes,No,3.4,7,Banashankari,Quick Bites,"North Indian, Chinese",250,[],Delivery,Banashankari
Stop 'N' Joy,Yes,No,3.8,28,Banashankari,Quick Bites,Fast Food,150,[],Delivery,Banashankari
Sri Yaksha Shiv Sagar,Yes,No,3.6,24,Banashankari,Casual Dining,"North Indian, Chinese",600,[],Delivery,Banashankari
Fudge,Yes,No,3.8,36,Basavanagudi,Dessert Parlor,"Desserts, Momos",200,[],Delivery,Banashankari
Just Bunny,Yes,No,3.5,11,Jayanagar,Quick Bites,Fast Food,200,[],Delivery,Banashankari
Bakers Town,Yes,No,3.8,77,Kumaraswamy Layout,Cafe,"Cafe, Continental, Fast Food",650,[],Delivery,Banashankari
Shree Mahalakshmi Sweets,Yes,No,3.2,8,Banashankari,Sweet Shop,"Mithai, Street Food",100,[],Delivery,Banashankari
Kaapi Kendra,Yes,No,3.7,14,Jayanagar,Quick Bites,South Indian,100,"['Aloo Samosa', 'Veg Puff Roll', 'Vada Pav', 'Egg Bhurji Puff Roll', 'Cold Coffee', 'Aloo Samosa', 'Veg Puff Roll', 'Paneer Puff Roll', 'Capsicum Stuffed Bun', 'Peanut Masala Bun', 'Masala Bun Maska', 'Vada Pav', 'Egg Bhurji Puff Roll', 'Masala Maggi', 'Veg Atta Maggi', 'Oats Maggi', 'Filter Coffee', 'Jaggery Filter Coffee', 'Black Coffee', 'Sugarless Coffee', 'Desi Chai', 'Ginger Chai', 'Masala Chai', 'Jaggery Chai', 'Sugarless Chai', 'Lemon Chai', 'Ginger Chai', 'Ginger Lemon Chai', 'Green Chai', 'Apple Ice Tea', 'Cranberry Ice Tea', 'Peach Ice Tea', 'Lemon Ice Tea', 'Ginger Lemon Ice Tea', 'Sweet Lassi', 'Masala Lassi', 'Chocolate Milkshake', 'Strawberry Milkshake', 'Mango Milkshake', 'Blackcurrant Milkshake', 'Cold Coffee']",Delivery,Banashankari
Ivy,Yes,No,3.8,210,Kumaraswamy Layout,Casual Dining,"North Indian, Chinese, Fast Food",600,[],Delivery,Banashankari
The Airos,Yes,No,4.1,130,Jayanagar,Cafe,"Cafe, Italian, Pizza",650,[],Delivery,Banashankari
Chai Kraft,Yes,No,4.1,30,Jayanagar,Beverage Shop,"Beverages, Tea",100,[],Delivery,Banashankari
Kirthi's Biryani,Yes,No,3.8,144,Banashankari,Cafe,"Chinese, Cafe, Italian",700,[],Delivery,Banashankari
South Point Pub,Yes,No,3.4,11,Basavanagudi,Bar,"North Indian, Seafood, Chinese",800,[],Delivery,Banashankari
The Trundle,Yes,No,3.7,133,Jayanagar,Casual Dining,"Chinese, Thai, Continental, North Indian",700,[],Delivery,Banashankari
The Krishna Grand Xpress,Yes,No,4.0,136,Jayanagar,Quick Bites,"South Indian, Fast Food",350,"['Chow Chow Bhat', 'Masala Dosa', 'Onion Rava Dosa', 'Rava Masala Dosa', '2 Idli and 1 Vada', 'Khara Bhat', 'Kesari Bhat', 'Rice Bhat', 'Chow Chow Bhat', 'Plain Dosa', 'Masala Dosa', 'Set Dosa', 'Onion Dosa', 'Rava Dosa', 'Onion Rava Dosa', 'Rava Masala Dosa', 'Open Butter Dosa', 'Idli', 'Rava Idli', 'Ghee Idli', 'Vada', '1 Idli and 1 Vada', '2 Idli and 1 Vada', 'Curd Vada', 'Poori Sagu [2 Pieces]', 'Gulab Jamun', 'Coffee', 'Tea', 'Fresh Lime Juice', 'Grape Juice', 'Mosambi Juice', 'Orange Juice', 'Pineapple Juice', 'Watermelon Juice', 'Muskmelon Juice', 'Sweet Lassi', 'Special Lassi', 'Buttermilk', 'Badam Milk']",Delivery,Banashankari
Sri Krishna Darshini,Yes,No,3.1,4,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",200,[],Delivery,Banashankari
Shringar Sweets & Snacks,Yes,No,3.5,11,Basavanagudi,"Sweet Shop, Quick Bites","Mithai, South Indian, Street Food, Fast Food",200,[],Delivery,Banashankari
Udupi Grand,Yes,No,3.8,74,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",300,[],Delivery,Banashankari
Ganesh Grand,Yes,No,3.7,30,Basavanagudi,Quick Bites,"South Indian, North Indian, Desserts",300,[],Delivery,Banashankari
Shreyas Upahar & Burger Point,Yes,No,3.0,7,Basavanagudi,Quick Bites,"South Indian, Burger",200,[],Delivery,Banashankari
Coffee Tindi,Yes,No,3.8,75,Banashankari,"Cafe, Quick Bites","Cafe, South Indian",200,"['2 Idly 1 Vada', 'Masala Dosa', 'Set Dosa', 'Rice Bhath', 'Poori', 'Mangalore Buns', '2 Idly', 'Vada', '2 Idly 1 Vada', '1 Idly 1 Vada', 'Khara Bhath', 'Kesari Bhath', 'Chow Chow Bhath', 'Masala Dosa', 'Plain Dosa', 'Set Dosa', 'Onion Dosa', 'Rice Bhath', 'Poori', 'Mangalore Buns', 'Musk Melon Juice', 'Pineapple Juice', 'Watermelon Juice', 'Lime Juice']",Delivery,Banashankari
Little Cafe,Yes,No,3.7,54,Basavanagudi,Cafe,"Cafe, Beverages",600,[],Delivery,Banashankari
Mumbai Badam Milk & Lassi Center,Yes,No,3.6,23,Basavanagudi,Kiosk,"Beverages, Desserts",100,[],Delivery,Banashankari
Sri Krishna Sagar,Yes,No,3.2,119,Banashankari,Casual Dining,"North Indian, Chinese",400,[],Delivery,Banashankari
Mylari Biryani Family Restaurant,Yes,No,3.7,73,Banashankari,Quick Bites,"Biryani, Fast Food",400,[],Delivery,Banashankari
1980s Games Cafe,Yes,No,3.4,58,Basavanagudi,Cafe,"Cafe, Fast Food",400,[],Delivery,Banashankari
Namma Biryani,Yes,No,3.6,24,Banashankari,Quick Bites,"Biryani, Chinese, North Indian",250,[],Delivery,Banashankari
Nandhanu's Rasoi,Yes,No,3.0,175,Kumaraswamy Layout,Quick Bites,"Chinese, North Indian",400,[],Delivery,Banashankari
Hotel Pork Paradise,Yes,No,3.7,21,Mysore Road,Quick Bites,South Indian,300,[],Delivery,Banashankari
As On Fire,Yes,No,3.5,41,South Bangalore,Food Truck,"Pizza, Fast Food, BBQ",400,[],Delivery,Banashankari
J K Fish Land,Yes,No,3.6,35,Jayanagar,Quick Bites,"Seafood, Mangalorean",300,[],Delivery,Banashankari
Curry Leaves,Yes,No,4.1,176,Basavanagudi,Casual Dining,"Andhra, North Indian, Chinese",800,[],Delivery,Banashankari
Lassi Shop,Yes,No,3.5,45,Banashankari,Beverage Shop,"Beverages, Ice Cream, Fast Food",300,[],Delivery,Banashankari
Magic Meals,Yes,No,3.7,47,Jayanagar,"Quick Bites, Dessert Parlor","Fast Food, Desserts, Beverages",400,[],Delivery,Banashankari
Desi Cream Junction,Yes,Yes,3.7,36,Jayanagar,Casual Dining,"Chinese, North Indian, Pizza, Italian",650,[],Delivery,Banashankari
Drunken Monkey,Yes,No,3.8,52,Kumaraswamy Layout,"Beverage Shop, Quick Bites","Beverages, Fast Food",400,"['Red Velvet Shake', 'Choco Shake', 'Oreo Shake', 'Choco Nutella Shake', 'Blueberry Cheese Cake', 'Apple Epic', 'Pomegranate Magic', 'Summer Time Madness', 'Nut Case', 'Monkey King', 'Watermelon Lemon Electrolyte', 'Coffee Meal', 'Irish Cream Coffee', 'Black Currant Shake', 'Red Velvet Shake', 'Monkey Confidential Part 1', 'Monkey Confidential Part 2', 'Classic Watermelon Smoothie', 'Classic Mint Watermelon Smoothie', 'Epic Watermelon Smoothie', 'Classic Pineapple Smoothie', 'Classic Mint Pineapple Smoothie', 'Epic Pineapple Smoothie', 'Magic Pineapple Smoothie', 'Classic Banana Smoothie', 'Epic Banana Smoothie', 'Magic Banana Smoothie', 'Classic Chikoo Smoothie', 'Epic Chikoo Smoothie', 'Magic Chikoo Smoothie', 'Classic Apple Smoothie', 'Classic Mint Apple Smoothie', 'Epic Apple Smoothie', 'Magic Apple Smoothie', 'Classic Papaya Smoothie', 'Epic Papaya Smoothie', 'Magic Papaya Smoothie', 'Classic Green Grape Smoothie', 'Epic Green Grape Smoothie', 'Magic Green Grape Smoothie', 'Classic Black Grape Smoothie', 'Epic Black Grape Smoothie', 'Magic Black Grape Smoothie', 'Classic Pomegranate Smoothie', 'Epic Pomegranate Smoothie', 'Magic Pomegranate Smoothie', 'Classic Mosambi Smoothie', 'Epic Mosambi Smoothie', 'Magic Mosambi Smoothie', 'Classic Orange Smoothie', 'Epic Orange Smoothie', 'Magic Orange Smoothie', 'Classic Strawberry Smoothie', 'Epic Strawberry Smoothie', 'Magic Strawberry Smoothie', 'Classic Kiwi Smoothie', 'Epic Kiwi Smoothie', 'Magic Kiwi Smoothie', 'Classic Dragon Fruit Smoothie', 'Epic Dragon Fruit Smoothie', 'Magic Dragon Fruit Smoothie', 'Watermelon Shake', 'Pineapple Shake', 'Banana Shake', 'Chikoo Shake', 'Apple Shake', 'Blackcurrant Shake', 'Green Grape Shake', 'Pomegranate Shake', 'Strawberry Shake', 'Dates Shake', 'Figs Shake', 'Kiwi Shake', 'Dragon Fruit Shake', 'Crazy Stupid Shake', 'Sultan Shake', 'Beet The Root', 'Sexy Spinach', 'Cucumber Cooler', 'Crazy Carrot', 'Sugar Veggie', 'Paneer Makhani Quesadilla', 'Mexican Grilled Paneer Quesadilla', 'Curry Chicken Quesadilla', 'Chicken Tandoor Quesadilla', 'Italian Chicken Quesadilla', 'Smoked Chicken Quesadilla', 'Classic Fries', 'Jalapeno and Lime Fries', 'Emerald Isle', 'Red Dress', 'The Pharaoh', 'Iron Bronx', 'Root Cause', 'Classic Cold Coffee', 'Epic Cold Coffee', 'Magic Nutella Coffee', 'Coffee Shake', 'Coffee Oreo', 'Coffee Brownie', 'Arabian Coffee', 'Coffee and Caramel', 'Irish Cream Coffee', 'Nut Case', 'Poker Face', 'Fig Er it Out', 'Alice Alice', 'Up The Alps', 'Kilimanjaro', 'Calvin Eats Nutella', 'Nuts Abt Caramel', 'Summer Time Madness', 'Date Night', 'Crazy Stupid Smoothie', 'Cape of Grapes', 'Monkey Confidential Part 1', 'Monkey Confidential Part 2', 'Strawberry Passion', 'Flash', 'Monkey King', 'Choco Shake', 'Choco Almond Shake', 'Oreo Shake', 'Brownie Shake', 'Choco Nutella Shake', 'Pure Nutella Shake', 'Kit Kat Caramel Shake', 'Brownie Nutella Shake', 'Classic Vanilla Shake', 'Crunchy Horlicks Shake', 'Caramelized Shake', 'Cheese Cake Shake', 'Blueberry Cheese Cake', 'Red Velvet Shake', 'Oreo Red Velvet Shake', 'All Star Shake', 'ABC Meal Smoothie', 'Corn Flakes Meal Smoothie', 'Muesli Meal Smoothie', 'Coffee Meal Smoothie', 'Nutella Meal Smoothie', 'Super Fiber Meal Smoothie', 'Green Meal Smoothie', 'Banana Grape Meal Smoothie', 'Horlicks Meal Smoothie', 'Chiller Sweet Lime', 'Electrolyte Sweet Lime', 'Chiller Sweet and Salt Lime', 'Electrolyte Sweet and Salt Lime', 'Chiller Mint', 'Electrolyte Mint', 'Chiller Cucumber', 'Electrolyte Cucumber', 'Chiller Watermelon', 'Electrolyte Watermelon', 'Chiller Watermelon Lemon', 'Electrolyte Watermelon Lemon', 'Chiller Musk Melon', 'Electrolyte Musk Melon', 'Chiller Strawberry Lime', 'Electrolyte Strawberry Lime', 'Last Nites Sin', 'Party Monster', 'After Party Caffeine', 'Smooth Criminal Detox', 'Eternal Sunshine Detox', 'Mirror Mirror Detox', 'Beach Body Detox', 'U Kill, I Kill Detox', 'Forbidden Detox', 'Black Magic Detox', 'Shot Glass Detox', 'Super Food Detox', 'Full Throttle Detox', 'Dolphin Nose', 'Bullet Train', 'Methh', 'Thunder Bolt', 'Popeye', 'Arabian Knight']",Delivery,Banashankari
Ruchi's Corner,Yes,No,2.7,123,Banashankari,Quick Bites,Fast Food,200,[],Delivery,Banashankari
Tandoori Bytes,Yes,No,3.6,59,Kumaraswamy Layout,Casual Dining,North Indian,700,[],Delivery,Banashankari
Bangalore Donne Biriyani,Yes,No,3.2,4,Kumaraswamy Layout,Quick Bites,"South Indian, Biryani",300,[],Delivery,Banashankari
SGS Non Veg - Gundu Pulav,Yes,No,3.8,101,Banashankari,Quick Bites,"Biryani, Fast Food",400,[],Delivery,Banashankari
Keventers,Yes,No,3.7,54,Banashankari,"Beverage Shop, Dessert Parlor","Desserts, Beverages, Ice Cream",400,[],Delivery,Banashankari
Navi Food Point,Yes,No,3.6,22,Basavanagudi,Quick Bites,Fast Food,200,[],Delivery,Banashankari
Shawarma Inc,Yes,No,3.1,31,Banashankari,Takeaway,"Rolls, Lebanese",250,[],Delivery,Banashankari
The Cafe Nuts and Bolts,Yes,No,3.0,29,Kumaraswamy Layout,Cafe,"Cafe, Fast Food, Chinese",500,[],Delivery,Banashankari
AM WOW,Yes,No,3.4,6,Jayanagar,Beverage Shop,Beverages,100,[],Delivery,Banashankari
Lalbagh Grand,Yes,No,3.0,22,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",250,"['Vada', '2 Idli', 'Masala Dosa', '3 Set Dosa', 'Onion Dosa', 'Butter Masala Dosa', 'Paper Masala Dosa', 'Rava Dosa', 'Khara Bath', 'Chow Chow Bath', 'Vada', '2 Idli', 'Rava Idli', 'Kesari Bath', 'Masala Dosa', '3 Set Dosa', 'Plain Dosa', 'Onion Dosa', 'Open Dosa', 'Butter Masala Dosa', 'Paper Masala Dosa', 'Paper Plain Dosa', 'Butter Plain Dosa', 'Rava Dosa', 'Vanilla Ice Cream', 'Strawberry Ice Cream', 'Chocolate Ice Cream', 'Butterscotch Ice Cream', 'Black Currant Ice Cream', 'Pista Ice Cream', 'Tutti Fruity Ice Cream', 'Fig and Honey Ice Cream', 'Fruit Salad', 'Fruits Salad with Ice Cream', 'Gudbad', 'Double Sundae', 'Vanilla Fudge', 'Strawberry Sundae', 'Falooda Ice Cream', 'Honeymoon Special Ice Cream', 'Dry Fruit Special Ice Cream', 'Banana Spite Ice Cream', 'Mango Ice Cream', 'Coffee', 'Tea', 'Badam Milk', 'Sweet Lassi', 'Fruit Lassi', 'Banana Lassi', 'Chocolate Lassi', 'Ragi Lassi', 'Mosambi Juice', 'Orange Juice', 'Pineapple Juice', 'Grape Juice', 'Watermelon Juice', 'Lemon Juice', 'Butter Milk', 'Lemon Soda', 'Banana Milkshake', 'Sapota Milkshake', 'Muskmelon Milkshake', 'Anar Milkshake', 'Apple Milkshake', 'Dates Milkshake', 'Badam Milkshake', 'Mixed Dry Fruit Milkshake', 'Sharjah Milkshake', 'Falooda Milkshake', 'Oreo Milkshake', 'Cherry Milkshake', 'Cold Coffee Milkshake', 'Ragi Milkshake', 'Ragi Vanilla Milkshake', 'Ragi Chocolate Milkshake', 'Vanilla Ice Cream Milkshake', 'Strawberry Ice Cream Milkshake', 'Chocolate Ice Cream Milkshake', 'Pista Ice Cream Milkshake', 'Butterscotch Ice Cream Milkshake']",Delivery,Banashankari
Funjabi Curries,Yes,No,2.9,11,Banashankari,Quick Bites,North Indian,500,[],Delivery,Banashankari
Eat Repeat,Yes,No,3.9,101,Basavanagudi,Quick Bites,South Indian,150,[],Delivery,Banashankari
Salut,Yes,Yes,4.1,442,Jayanagar,"Pub, Casual Dining","Continental, Finger Food, Seafood, Pizza","1,200",[],Delivery,Banashankari
Nammura Donne Biriyani,Yes,No,3.5,155,Basavanagudi,Quick Bites,"Biryani, Fast Food",400,[],Delivery,Banashankari
Lassi Stop,Yes,No,3.4,12,Banashankari,"Beverage Shop, Quick Bites","Beverages, Fast Food, Juices",150,[],Delivery,Banashankari
Dakshin Kitchen,Yes,No,3.6,15,Basavanagudi,Quick Bites,South Indian,100,[],Delivery,Banashankari
Sri Sai Cafe,Yes,No,3.5,10,Basavanagudi,Quick Bites,South Indian,200,[],Delivery,Banashankari
Sri Sai 99 Variety Dosa,Yes,No,3.8,25,Banashankari,Quick Bites,South Indian,300,[],Delivery,Banashankari
Utsav Restaurant,Yes,No,3.8,61,Banashankari,Quick Bites,"North Indian, Chinese",300,[],Delivery,Banashankari
Crunch and Munch,Yes,No,3.7,23,Uttarahalli,Quick Bites,"Chinese, Street Food, Ice Cream",300,[],Delivery,Banashankari
Food Geek,Yes,No,3.8,25,Basavanagudi,Quick Bites,"Sandwich, Fast Food, Rolls",350,[],Delivery,Banashankari
Sri Krishna Aramane,Yes,No,3.7,40,Kumaraswamy Layout,Quick Bites,"South Indian, North Indian, Chinese, Fast Food",200,"['Fruit Salad with Ice Cream', 'Veg Grilled Sandwich', 'Paneer Sandwich', 'Pav Bhaji', 'Papdi Chat', 'Tomato Soup', 'Veg Sweet Corn Soup', 'Cream of Mushroom Soup', 'Manchow Soup', 'Sweet Corn Soup', 'Hot and Sour Soup', 'Veg Grilled Sandwich', 'Paneer Sandwich', 'Mushroom Sandwich', 'Pani Puri', 'Masala Puri', 'Sev Puri', 'Bhel Puri', 'Dahi Puri', 'Dahi Batata Puri', 'Dahi Sev Puri', 'Pakodi Bhel', 'Pav Bhaji', 'Samosa', 'Samosa Masala', 'Papdi Chat', 'Aloo Puri', 'Mushroom Pav Bhaji', 'Paneer Pav Bhaji', 'Jamun with Ice Cream', 'Fruit Salad with Ice Cream', 'Fruit Salad', 'Vanilla Ice Cream', 'Chocolate Ice Cream', 'Pista Ice Cream', 'Strawberry Ice Cream', 'Butterscotch Ice Cream', 'Mango Ice Cream', 'Titanic Ice Cream', 'Honeymoon Special Ice Cream', 'My Dream Ice Cream', 'My Darling Ice Cream', 'Gudbud Ice Cream', 'Aramane Special Ice Cream', 'Hot Jamun', 'Carrot Halwa', 'Carrot Halwa with Ice Cream', 'Apple Milkshake', 'Sapota Milkshake', 'Mango Milkshake', 'Cold Badam Milkshake', 'Coffee', 'Tea', 'Badam Milk', 'Mosambi Juice', 'Orange Juice', 'Mango Juice', 'Grape Juice', 'Pineapple Juice', 'Lemon Juice', 'Watermelon Juice', 'Muskmelon Juice', 'Pudina Lime', 'Sweet Lassi', 'Salted Lassi']",Delivery,Banashankari
Great Indian Rolls,Yes,No,3.3,4,Basavanagudi,Quick Bites,Rolls,100,[],Delivery,Banashankari
Chats Point,Yes,No,3.4,8,Basavanagudi,Quick Bites,"Fast Food, Street Food",150,[],Delivery,Banashankari
Food Point,Yes,No,3.5,32,Kumaraswamy Layout,Quick Bites,"North Indian, Chinese",300,[],Delivery,Banashankari
Swarga Ruchi,Yes,No,3.3,10,Basavanagudi,Quick Bites,South Indian,200,"['2 Idly', '3 Poori', 'Masala Dosa', 'Ghee Roast Dosa', 'Chapati Meals', '2 Idly', 'Single Idly and Vada', 'Vada', 'Ricebath', '3 Poori', 'Masala Dosa', 'Set Dosa', 'Onion Dosa', 'Plain Dosa', '2 Khali Dosa', 'Ghee Roast Dosa', 'Veg Pulav', 'Paddu', 'Masala Rice', 'Onion Paratha', 'Lemon Rice', 'Aloo Paratha', 'Paneer Paratha', 'Rice with Sambar and Rasam', 'Curd Rice', 'Muddhe', 'Chapati Meals', 'Muddhe Meals', 'Bajji [4 Pieces]']",Delivery,Banashankari
Kolkata King,Yes,No,3.4,6,Basavanagudi,Quick Bites,"Fast Food, Rolls",300,[],Delivery,Banashankari
Sandwich Mama's And Frozen Monster,Yes,No,3.8,53,Jayanagar,Quick Bites,"Ice Cream, Beverages, Fast Food",250,[],Delivery,Banashankari
New Rajadhani Spicy,Yes,No,3.7,67,Kumaraswamy Layout,Casual Dining,North Indian,700,[],Delivery,Banashankari
Big Mishra Pedha,Yes,No,2.9,23,Jayanagar,Sweet Shop,Mithai,250,"['Dharwad Peda [250 grams]', 'Kaju Katli [250 grams]', 'Special Ghee Jalebi [250 grams]', 'Agra Mixed [250 grams]', 'Special Agra Mixed [250 grams]', 'Navaratna Mixed [250 grams]', 'Navaratna Sev [250 grams]', 'Dalmot Mixed [250 grams]', 'Red Chuda [250 grams]', 'Ghee Chuda [250 grams]', 'Poha [250 grams]', 'Bokarvada [250 grams]', 'Shankarpali [250 grams]', 'Chakli [250 grams]', 'Kodubale [250 grams]', 'Sabudana Chivda [250 grams]', 'Aloo Chivda [250 grams]', 'Aloo 65 [250 grams]', 'Ghee Bombay Mixed [250 grams]', 'Masala Kaju [100 grams]', 'Salt Kaju [100 grams]', 'Palak Ghati [250 grams]', 'Lakkad Ghati [250 grams]', 'Bhavnagar Ghati [250 grams]', 'Dharwad Ghati [250 grams]', 'Salted Potato Chips', 'Masala Potato Chips', 'Atta Shenga [250 grams]', 'Kabul Shenga [250 grams]', 'Masala Shenga [250 grams]', 'Congress Shenga [250 grams]', 'Chou Chou [250 grams]', 'Khara Boondi [250 grams]', 'Special Khara Boondi [250 grams]', 'Puff Khari', 'Special Khari', 'Bread', 'Big Bread', 'Premium Rusk', 'Dharwad Peda [250 grams]', 'Kaju Katli [250 grams]', 'Ghee Mysore Pak [250 grams]', 'Special Karadant [250 grams]', 'Special Ghee Jalebi [250 grams]', 'Ghee Jamun [250 grams]', 'Rasmalai [1 Piece]', 'Rasgulla [1 Piece]', 'Cham Cham [250 grams]', 'Champakali [250 grams]', 'Angoor Rabdi [1 Cup]', 'Meva Bites [250 grams]', 'Kaju Roll [250 grams]', 'Kaju Anjeer Roll [250 grams]', 'Kaju Anjeer Burfi [250 grams]', 'Special Kandi Peda [250 grams]', 'Special Pikka Peda [250 grams]', 'Malai Kesar Peda [250 grams]', 'Doodh Peda [250 grams]', 'Special Ghee Laddu [250 grams]', 'Special Dink Laddu [250 grams]', 'Kaju Pan [250 grams]', 'Ghee Soan Papdi [250 grams]', 'Hard Ghee Mysore Pak [250 grams]', 'Kaju Samosa [250 grams]', 'Kaju Anar [250 grams]', 'Kaju Sithafal [250 grams]', 'Kaju Apple [250 grams]', 'Mango Burfi [250 grams]', 'Green Burfi [250 grams]', 'White Burfi [250 grams]', 'Chocolate Burfi [250 grams]', 'Special Milk Cake [250 grams]', 'Milk Cake [250 grams]', 'Badam Halwa [250 grams]', 'Lal Peda [250 grams]', 'Coconut Burfi [250 grams]']",Delivery,Banashankari
VEGeatz,Yes,No,3.4,19,Banashankari,Quick Bites,"South Indian, North Indian",200,[],Delivery,Banashankari
Foodizo,Yes,No,3.6,24,Banashankari,Quick Bites,"Desserts, Fast Food, Continental",300,[],Delivery,Banashankari
Chung's Chinese Corner,Yes,No,3.9,221,Jayanagar,Casual Dining,Chinese,700,[],Delivery,Banashankari
Eurasia Pasta and Barbeque by Little Italy,Yes,Yes,4.1,1063,Jayanagar,"Casual Dining, Bar","Italian, Fast Food, Salad, BBQ","1,200",[],Delivery,Banashankari
Goli Vada Pav No. 1,Yes,No,3.7,93,Basavanagudi,Quick Bites,Street Food,200,[],Delivery,Banashankari
Ragoo's,Yes,No,3.9,233,Jayanagar,Casual Dining,"Italian, Pizza, North Indian, Salad",800,[],Delivery,Banashankari
Pure & Natural,Yes,No,3.9,211,Jayanagar,Casual Dining,"Fast Food, Continental, Beverages, Salad, Healthy Food",500,[],Delivery,Banashankari
Maiyas,Yes,No,4.0,1778,Jayanagar,Quick Bites,"North Indian, South Indian, Fast Food, Juices",200,"[' 2 Rice Idli', '2 Idli and Vada', ' Pongal', ' Rava Idli', 'Ghee Roast Masala Dosa', ' Bisibele Bath', ' Badam Halwa', ' 2 Rice Idli', 'Idli and Vada', '2 Idli and Vada', 'Kesari Bath', ' Kharabath', 'Special Kharabath', ' Chow Chowbath', ' Pongal', ' Rava Idli', ' Vada', ' Curd vada', ' Sagu Masala Dosa', 'Bonda Soup', ' Plain Dosa', ' Masala Dosa', 'Pudi Masala Dosa', 'Ghee Roast Masala Dosa', 'Podi Dosa', ' Bisibele Bath', 'Pudi Masala Dosa', 'Ghee Roast Masala Dosa', 'Pudi Dosa', ' Bisibele Bath', ' Gulab Jamun', ' Badam Halwa', ' Rasmalai', ' Cham Cham', ' Champakali', ' Dry Jamun', ' Rasgulla', ' Raj Bhog', ' Cream Roti', ' Basundi', 'Mango Bangali', 'Champakali', 'Fruit Sandwich', 'Kheer Kadam', 'Special Malai Sandwich']",Delivery,Banashankari
Sip n Dine,Yes,No,3.6,218,Vijay Nagar,Casual Dining,"North Indian, Chinese, South Indian",800,[],Delivery,Banashankari
Cafe Mondo,Yes,No,3.7,514,Basavanagudi,Cafe,"Cafe, Italian, Beverages",600,[],Delivery,Banashankari
Jalpaan,Yes,Yes,4.0,866,Jayanagar,Casual Dining,"North Indian, Continental",900,[],Delivery,Banashankari
Juicy Momos,Yes,No,3.5,80,Banashankari,Quick Bites,"Tibetan, Momos",250,[],Delivery,Banashankari
Amande Patisserie,Yes,No,4.0,73,Basavanagudi,Bakery,"Bakery, French, Desserts",300,"['Macarons', 'Lemon Tart', 'Almond Cookies', 'Vanilla Cookies', 'Chocolate Chip Cookies', 'Hazelnut Cookies', 'Florentine', 'Florentine [4 Pieces]', 'Opera Pastry', 'Sacher Torte Chocolate Pastry', 'Sacher Torte Hazelnut Pastry', 'Orange 3 Ways Pastry', 'Caramel Hazelnut Pastry', 'Divine Pastry', 'Mango Passion Fruit Pastry', 'Mango Cheese Cake Pastry', 'Lemon Tart', 'Caramel Tart', 'Chocolate Tart', 'Orange Tart', 'Blueberry Tart', 'Raspberry Tart', 'Madeleine [3 Pieces]', 'Madeleine [8 Pieces]', 'Financier [3 Pieces]', 'Financier [8 Pieces]', 'Macarons', 'Macaron Tower', 'Chocolate Box', 'Chocolate Eclair', 'Caramel Eclair']",Delivery,Banashankari
