name,online_order,book_table,rate,votes,location,rest_type,cuisines,approx_cost(for two people),listed_in(type),listed_in(city),rating_votes_score,cuisine_category,rest_type_category,first_cuisine_category
Pashto,No,No,4.1,765.0,Residency Road,Casual Dining,"North Indian, Mughlai, Afghan",800.0,,,3136.4999999999995,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Somilan Steak House,No,No,4.3,524.0,Church Street,Casual Dining,"North Eastern, Asian, Naga, Steak, Momos",800.0,Delivery,Brigade Road,2253.2,Chinese & Pan-Asian Delights,Casual Dining & Bar,Global Fusion & Others
IceBreakers,No,No,4.3,183.0,Church Street,Dessert Parlor,"Desserts, Ice Cream",400.0,Delivery,Brigade Road,786.9,Desserts & Sweets,Dessert & Beverage Shops,Desserts & Sweets
Juice Junction,No,No,4.0,101.0,St. Marks Road,Quick Bites,"Juices, Fast Food",150.0,Delivery,Brigade Road,404.0,Street Food & Snacks,Quick Bites & Takeaway,Health & Nutrition
Konark Vegetarian Restaurant,No,No,3.9,155.0,Lavelle Road,Casual Dining,"North Indian, Chinese, Continental, South Indian",600.0,Delivery,Brigade Road,604.5,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Sugarberryz Cakery,No,No,3.9,52.0,Commercial Street,"Takeaway, Delivery","Bakery, Desserts",1200.0,Delivery,Brigade Road,202.79999999999998,Desserts & Sweets,Quick Bites & Takeaway,Desserts & Sweets
The Biryani Paradise,No,No,3.8,32.0,Richmond Road,Quick Bites,"Biryani, South Indian",350.0,Delivery,Brigade Road,121.6,South Indian Traditional,Quick Bites & Takeaway,Biryani & Andhra Cuisine
Stars 'N' Stripes,No,No,2.7,77.0,MG Road,Quick Bites,"North Indian, Chinese, Fast Food",500.0,Delivery,Brigade Road,207.9,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,North Indian & Mughlai Cuisine
Juicemaker,No,No,3.8,29.0,Cunningham Road,Beverage Shop,"Beverages, Fast Food",400.0,Delivery,Brigade Road,110.19999999999999,Street Food & Snacks,Dessert & Beverage Shops,Desserts & Sweets
New Prashanth Naati Style,No,No,3.8,29.0,Cunningham Road,Casual Dining,"South Indian, Biryani",400.0,Delivery,Brigade Road,110.19999999999999,South Indian Traditional,Casual Dining & Bar,South Indian Traditional
California Burrito,No,No,4.0,53.0,Cunningham Road,Quick Bites,"Mexican, Fast Food",400.0,Delivery,Brigade Road,212.0,Street Food & Snacks,Quick Bites & Takeaway,Global Fusion & Others
Mel's Korner,No,No,3.8,95.0,Church Street,Quick Bites,Fast Food,500.0,Delivery,Brigade Road,361.0,Street Food & Snacks,Quick Bites & Takeaway,Street Food & Snacks
Iyengars' Bakery,No,No,3.4,14.0,Richmond Road,Bakery,Bakery,200.0,Delivery,Brigade Road,47.6,Desserts & Sweets,Cafe & Bakery,Desserts & Sweets
Sidewalk Cafe - Nahar's Heritage Hotel,No,No,3.9,134.0,St. Marks Road,Casual Dining,"Italian, Fast Food",800.0,,,522.6,Street Food & Snacks,Casual Dining & Bar,Continental & Cafe Culture
Mojo Pizza - 2X Toppings,No,No,4.3,28.0,Residency Road,"Takeaway, Delivery",Pizza,600.0,Delivery,Brigade Road,120.39999999999999,Street Food & Snacks,Quick Bites & Takeaway,Street Food & Snacks
Halli Oota,No,No,3.3,6.0,St. Marks Road,Casual Dining,"South Indian, Biryani",450.0,Delivery,Brigade Road,19.799999999999997,South Indian Traditional,Casual Dining & Bar,South Indian Traditional
Pop'z Kitchen,No,No,3.7,23.0,Lavelle Road,Bakery,Bakery,250.0,Delivery,Brigade Road,85.10000000000001,Desserts & Sweets,Cafe & Bakery,Desserts & Sweets
Chocolate Junction,No,No,3.8,29.0,Ulsoor,Dessert Parlor,Desserts,200.0,Delivery,Brigade Road,110.19999999999999,Desserts & Sweets,Dessert & Beverage Shops,Desserts & Sweets
Ultra Biriyani Paradise,No,No,3.3,9.0,Shanti Nagar,Quick Bites,Biryani,300.0,Delivery,Brigade Road,29.7,Biryani & Andhra Cuisine,Quick Bites & Takeaway,Biryani & Andhra Cuisine
Stir Fry,No,No,4.0,209.0,Residency Road,Casual Dining,"Chinese, Momos",500.0,Delivery,Brigade Road,836.0,Chinese & Pan-Asian Delights,Casual Dining & Bar,Chinese & Pan-Asian Delights
Natural Ice Cream,No,No,4.2,221.0,St. Marks Road,Dessert Parlor,"Ice Cream, Desserts",150.0,Delivery,Brigade Road,928.2,Desserts & Sweets,Dessert & Beverage Shops,Desserts & Sweets
New Arya Bhavan,No,No,3.1,23.0,MG Road,Quick Bites,"Street Food, Beverages, North Indian",300.0,Delivery,Brigade Road,71.3,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,Street Food & Snacks
Mughals Restaurant,No,No,3.2,17.0,Shivajinagar,Casual Dining,"Mughlai, North Indian, Chinese, Biryani, Seafood",550.0,Delivery,Brigade Road,54.400000000000006,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Sri Krishna Foodline,No,No,3.3,4.0,Ulsoor,Quick Bites,North Indian,100.0,Delivery,Brigade Road,13.2,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,North Indian & Mughlai Cuisine
Indy's Comfort Food,No,No,4.1,399.0,Shivajinagar,Quick Bites,"North Indian, Beverages, Fast Food",300.0,,,1635.8999999999999,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,North Indian & Mughlai Cuisine
Chaithanya Andhra Style Family Restaurant,No,No,3.2,4.0,Cunningham Road,Casual Dining,"Andhra, North Indian, Chinese",600.0,Delivery,Brigade Road,12.8,North Indian & Mughlai Cuisine,Casual Dining & Bar,Biryani & Andhra Cuisine
The Sugar Therapy,No,No,3.8,25.0,Richmond Road,"Dessert Parlor, Bakery","Desserts, Bakery",500.0,Delivery,Brigade Road,95.0,Desserts & Sweets,Cafe & Bakery,Desserts & Sweets
Al Sadique Restaurant,No,No,3.5,31.0,Frazer Town,Quick Bites,"Mughlai, North Indian, Street Food",350.0,Delivery,Brigade Road,108.5,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,North Indian & Mughlai Cuisine
Shake N Snack,No,No,3.6,18.0,Shanti Nagar,Beverage Shop,"Beverages, Fast Food",200.0,Delivery,Brigade Road,64.8,Street Food & Snacks,Dessert & Beverage Shops,Desserts & Sweets
New Kohinoor Hotel,No,No,3.2,9.0,Commercial Street,Casual Dining,North Indian,450.0,Delivery,Brigade Road,28.8,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
RR Catering,No,No,3.4,10.0,MG Road,Quick Bites,"North Indian, Chinese, Biryani",350.0,Delivery,Brigade Road,34.0,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,North Indian & Mughlai Cuisine
Ambur Hot Dum Biryani,No,No,3.1,6.0,Shanti Nagar,Quick Bites,"Biryani, Kebab",250.0,Delivery,Brigade Road,18.6,Biryani & Andhra Cuisine,Quick Bites & Takeaway,Biryani & Andhra Cuisine
Kanis Kitchen,No,No,3.6,14.0,Shivajinagar,Quick Bites,South Indian,250.0,Delivery,Brigade Road,50.4,South Indian Traditional,Quick Bites & Takeaway,South Indian Traditional
Hit and Run,No,No,3.7,15.0,Central Bangalore,Food Truck,"Fast Food, Continental",350.0,Delivery,Brigade Road,55.5,Street Food & Snacks,Others,Street Food & Snacks
Bhaiyajees,No,No,3.7,16.0,Richmond Road,"Takeaway, Delivery","North Indian, South Indian",300.0,Delivery,Brigade Road,59.2,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,North Indian & Mughlai Cuisine
Le Cheri,No,No,3.8,33.0,Shanti Nagar,Delivery,"Bakery, Desserts",350.0,Delivery,Brigade Road,125.39999999999999,Desserts & Sweets,Delivery Only,Desserts & Sweets
The Donut Baker,No,No,3.0,31.0,Ulsoor,"Bakery, Dessert Parlor",Desserts,150.0,Delivery,Brigade Road,93.0,Desserts & Sweets,Cafe & Bakery,Desserts & Sweets
Cake of the Day,No,No,3.5,19.0,Majestic,"Bakery, Dessert Parlor",Bakery,150.0,Delivery,Brigade Road,66.5,Desserts & Sweets,Cafe & Bakery,Desserts & Sweets
Bhaiya Ji Food Court,No,No,3.0,16.0,Ulsoor,Quick Bites,"North Indian, Street Food",150.0,Delivery,Brigade Road,48.0,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,North Indian & Mughlai Cuisine
Zaiqa,No,No,3.4,8.0,Richmond Road,Quick Bites,"North Indian, Chinese",350.0,Delivery,Brigade Road,27.2,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,North Indian & Mughlai Cuisine
Rescafe,No,No,3.8,41.0,Residency Road,Quick Bites,Beverages,100.0,Delivery,Brigade Road,155.79999999999998,Desserts & Sweets,Quick Bites & Takeaway,Desserts & Sweets
Bhaiyaji Food Court,No,No,3.4,27.0,MG Road,Quick Bites,"North Indian, Mithai",300.0,Delivery,Brigade Road,91.8,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,North Indian & Mughlai Cuisine
Tandoor Da Funda,No,No,3.6,15.0,MG Road,Quick Bites,North Indian,350.0,Delivery,Brigade Road,54.0,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,North Indian & Mughlai Cuisine
Batter Splatter,No,No,3.3,5.0,Lavelle Road,Bakery,Bakery,350.0,Delivery,Brigade Road,16.5,Desserts & Sweets,Cafe & Bakery,Desserts & Sweets
Malabar Kitchen,Yes,No,3.2,5.0,Commercial Street,Quick Bites,"Kerala, North Indian, Chinese",300.0,Delivery,Brigade Road,16.0,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,Global Fusion & Others
Vasudev Adiga's,No,No,3.0,53.0,Church Street,Quick Bites,"South Indian, North Indian, Chinese, Street Food",250.0,Delivery,Brigade Road,159.0,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,South Indian Traditional
Skyline Family Restaurant,Yes,No,3.4,33.0,Shanti Nagar,Casual Dining,"North Indian, Chinese, Seafood, Mangalorean",550.0,Delivery,Brigade Road,112.2,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Casa Express,No,No,2.6,26.0,Residency Road,Quick Bites,"Chinese, Italian",400.0,Delivery,Brigade Road,67.60000000000001,Chinese & Pan-Asian Delights,Quick Bites & Takeaway,Chinese & Pan-Asian Delights
Pappu Chaiwalla,No,No,3.3,33.0,St. Marks Road,Quick Bites,"Fast Food, Tea, Beverages",300.0,Delivery,Brigade Road,108.89999999999999,Street Food & Snacks,Quick Bites & Takeaway,Street Food & Snacks
The French Loaf,Yes,No,2.8,142.0,Frazer Town,"Bakery, Quick Bites","Bakery, Desserts",300.0,Delivery,Brigade Road,397.59999999999997,Desserts & Sweets,Quick Bites & Takeaway,Desserts & Sweets
Siddique Kabab Centre,Yes,No,3.9,430.0,Frazer Town,Casual Dining,"Mughlai, Kebab, Chinese",550.0,Delivery,Brigade Road,1677.0,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Akshaya Sambrama Veg Restaurant,Yes,No,3.2,13.0,Vasanth Nagar,Quick Bites,"South Indian, Chinese",200.0,Delivery,Brigade Road,41.6,South Indian Traditional,Quick Bites & Takeaway,South Indian Traditional
Nawab's Kolkatta Roll,Yes,No,3.4,4.0,Brigade Road,Kiosk,"Street Food, Rolls",150.0,Delivery,Brigade Road,13.6,Street Food & Snacks,Others,Street Food & Snacks
Royal Restaurant,No,No,3.2,7.0,Shivajinagar,Quick Bites,"North Indian, Chinese",200.0,Delivery,Brigade Road,22.400000000000002,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,North Indian & Mughlai Cuisine
Shree Sadguru Refreshment,Yes,No,3.2,4.0,Ulsoor,Quick Bites,"South Indian, Chinese",400.0,Delivery,Brigade Road,12.8,South Indian Traditional,Quick Bites & Takeaway,South Indian Traditional
Shan Restaurant,Yes,No,3.0,20.0,Brigade Road,Casual Dining,"Kerala, Chinese, South Indian, North Indian",400.0,Delivery,Brigade Road,60.0,North Indian & Mughlai Cuisine,Casual Dining & Bar,Global Fusion & Others
Hotel Nisarga Grand,Yes,No,3.6,32.0,City Market,Casual Dining,"South Indian, North Indian, Chinese",500.0,Delivery,Brigade Road,115.2,North Indian & Mughlai Cuisine,Casual Dining & Bar,South Indian Traditional
Baahubelly,Yes,No,3.8,69.0,Brigade Road,Casual Dining,"South Indian, North Indian",500.0,,,262.2,North Indian & Mughlai Cuisine,Casual Dining & Bar,South Indian Traditional
Kerala Kitchen,Yes,No,3.2,31.0,Brigade Road,Quick Bites,"Kerala, South Indian",200.0,Delivery,Brigade Road,99.2,South Indian Traditional,Quick Bites & Takeaway,Global Fusion & Others
Hatti Punjab Di,Yes,No,2.8,20.0,Brigade Road,Casual Dining,"North Indian, Chinese",550.0,Delivery,Brigade Road,56.0,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Cool Corner Arun Ice Cream,Yes,No,3.5,8.0,Frazer Town,Dessert Parlor,"Desserts, Ice Cream",200.0,Delivery,Brigade Road,28.0,Desserts & Sweets,Dessert & Beverage Shops,Desserts & Sweets
Deccan Spices,Yes,No,3.7,23.0,Richmond Road,Quick Bites,"Biryani, Mughlai, Fast Food",500.0,Delivery,Brigade Road,85.10000000000001,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,Biryani & Andhra Cuisine
Ambur Hot Dum Biryani,Yes,No,3.2,6.0,Ulsoor,Quick Bites,Biryani,300.0,Delivery,Brigade Road,19.200000000000003,Biryani & Andhra Cuisine,Quick Bites & Takeaway,Biryani & Andhra Cuisine
Sri Rama,Yes,No,3.2,4.0,Shivajinagar,Quick Bites,South Indian,200.0,Delivery,Brigade Road,12.8,South Indian Traditional,Quick Bites & Takeaway,South Indian Traditional
Pooja Veg,Yes,No,3.1,9.0,Frazer Town,Quick Bites,South Indian,100.0,Delivery,Brigade Road,27.900000000000002,South Indian Traditional,Quick Bites & Takeaway,South Indian Traditional
Magic Box,Yes,No,3.3,21.0,Indiranagar,"Takeaway, Delivery","South Indian, North Indian, Chinese",300.0,Delivery,Brigade Road,69.3,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,South Indian Traditional
Hungry Birds,Yes,No,3.2,6.0,Koramangala 7th Block,Delivery,Chinese,300.0,Delivery,Brigade Road,19.200000000000003,Chinese & Pan-Asian Delights,Delivery Only,Chinese & Pan-Asian Delights
Funjabi,Yes,No,3.5,140.0,Church Street,Casual Dining,North Indian,600.0,,,490.0,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Eatato Snack Bar,Yes,No,3.3,11.0,Brigade Road,Casual Dining,"North Indian, Fast Food",400.0,Delivery,Brigade Road,36.3,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Keventers,No,No,3.0,14.0,Brigade Road,"Beverage Shop, Dessert Parlor","Desserts, Beverages, Ice Cream",400.0,Desserts,Brigade Road,42.0,Desserts & Sweets,Dessert & Beverage Shops,Desserts & Sweets
Sweet Chariot,Yes,No,3.5,9.0,Brigade Road,Bakery,"Bakery, Fast Food",500.0,Desserts,Brigade Road,31.5,Street Food & Snacks,Cafe & Bakery,Desserts & Sweets
Baskin Robbins,Yes,No,3.7,24.0,Brigade Road,Dessert Parlor,"Ice Cream, Desserts",250.0,Desserts,Brigade Road,88.80000000000001,Desserts & Sweets,Dessert & Beverage Shops,Desserts & Sweets
Lassi Shop,Yes,No,3.7,17.0,Brigade Road,Beverage Shop,"Beverages, Ice Cream",200.0,Desserts,Brigade Road,62.900000000000006,Desserts & Sweets,Dessert & Beverage Shops,Desserts & Sweets
Snow Gola,No,No,3.7,17.0,Brigade Road,Dessert Parlor,Desserts,150.0,Desserts,Brigade Road,62.900000000000006,Desserts & Sweets,Dessert & Beverage Shops,Desserts & Sweets
Ibaco,Yes,No,4.0,93.0,Brigade Road,Dessert Parlor,Desserts,300.0,,,372.0,Desserts & Sweets,Dessert & Beverage Shops,Desserts & Sweets
Alchemy - The Chancery Pavilion,No,Yes,4.3,446.0,Residency Road,"Microbrewery, Casual Dining",Modern Indian,2000.0,,,1917.8,Global Fusion & Others,Casual Dining & Bar,Global Fusion & Others
Fabelle Chocolate Boutique - ITC Gardenia,No,No,4.5,232.0,Richmond Road,Dessert Parlor,"Desserts, Ice Cream, Beverages",1250.0,Desserts,Brigade Road,1044.0,Desserts & Sweets,Dessert & Beverage Shops,Desserts & Sweets
Bhagatram Sweets,No,No,3.6,221.0,Commercial Street,Quick Bites,"Street Food, Mithai",300.0,Desserts,Brigade Road,795.6,Street Food & Snacks,Quick Bites & Takeaway,Street Food & Snacks
Corner House Ice Cream,No,No,4.5,292.0,Lavelle Road,Dessert Parlor,"Ice Cream, Desserts",400.0,Desserts,Brigade Road,1314.0,Desserts & Sweets,Dessert & Beverage Shops,Desserts & Sweets
The Bengaluru Brasserie - Hyatt Centric MG Road,No,Yes,4.1,117.0,Ulsoor,Casual Dining,"Continental, Asian, North Indian, South Indian",2000.0,Desserts,Brigade Road,479.69999999999993,North Indian & Mughlai Cuisine,Casual Dining & Bar,Continental & Cafe Culture
Amma's Pastries,No,No,4.0,97.0,Ulsoor,Dessert Parlor,Bakery,400.0,Desserts,Brigade Road,388.0,Desserts & Sweets,Dessert & Beverage Shops,Desserts & Sweets
Koshy's,No,No,3.6,52.0,Richmond Road,"Bakery, Quick Bites","Bakery, Fast Food",300.0,Desserts,Brigade Road,187.20000000000002,Street Food & Snacks,Quick Bites & Takeaway,Desserts & Sweets
Sugar & Spice - Taj MG Road Bengaluru,No,No,4.0,79.0,MG Road,Dessert Parlor,Desserts,800.0,Desserts,Brigade Road,316.0,Desserts & Sweets,Dessert & Beverage Shops,Desserts & Sweets
Anand Sweets and Savouries,No,No,4.0,183.0,Commercial Street,Quick Bites,"Mithai, Street Food",400.0,Desserts,Brigade Road,732.0,Street Food & Snacks,Quick Bites & Takeaway,Desserts & Sweets
ROYCE' Chocolate,No,No,3.5,19.0,Lavelle Road,Confectionery,Desserts,1000.0,Desserts,Brigade Road,66.5,Desserts & Sweets,Others,Desserts & Sweets
Frozen Bottle,Yes,No,3.7,19.0,Infantry Road,Beverage Shop,"Beverages, Desserts, Ice Cream",400.0,Desserts,Brigade Road,70.3,Desserts & Sweets,Dessert & Beverage Shops,Desserts & Sweets
Fatima Bakery,No,No,3.7,14.0,Richmond Road,"Bakery, Quick Bites","Bakery, Fast Food",300.0,Desserts,Brigade Road,51.800000000000004,Street Food & Snacks,Quick Bites & Takeaway,Desserts & Sweets
Just Bake,Yes,No,3.5,33.0,Shanti Nagar,"Bakery, Quick Bites","Bakery, Desserts",400.0,Desserts,Brigade Road,115.5,Desserts & Sweets,Quick Bites & Takeaway,Desserts & Sweets
Bowring Kulfi,No,No,4.0,100.0,Residency Road,Dessert Parlor,"Ice Cream, Desserts",150.0,Desserts,Brigade Road,400.0,Desserts & Sweets,Dessert & Beverage Shops,Desserts & Sweets
Santhanam Sweets & Savouries,No,No,3.9,34.0,Commercial Street,Sweet Shop,"Mithai, Street Food",150.0,Desserts,Brigade Road,132.6,Street Food & Snacks,Others,Desserts & Sweets
Smoor,Yes,No,4.1,63.0,MG Road,Dessert Parlor,Desserts,900.0,Desserts,Brigade Road,258.29999999999995,Desserts & Sweets,Dessert & Beverage Shops,Desserts & Sweets
Shilpa Veg,No,No,3.6,37.0,Shivajinagar,Quick Bites,"South Indian, Street Food, Beverages, Desserts",250.0,Desserts,Brigade Road,133.20000000000002,South Indian Traditional,Quick Bites & Takeaway,South Indian Traditional
Sri Jayalakshmi Bakery,No,No,3.4,5.0,Shanti Nagar,"Bakery, Quick Bites","Bakery, Beverages",250.0,Desserts,Brigade Road,17.0,Desserts & Sweets,Quick Bites & Takeaway,Desserts & Sweets
Excelsior Bakery,No,No,3.6,15.0,Shivajinagar,Bakery,Bakery,100.0,Desserts,Brigade Road,54.0,Desserts & Sweets,Cafe & Bakery,Desserts & Sweets
Drunken Monkey,Yes,No,4.0,122.0,Church Street,"Beverage Shop, Quick Bites","Beverages, Fast Food",400.0,Desserts,Brigade Road,488.0,Street Food & Snacks,Quick Bites & Takeaway,Desserts & Sweets
The French Loaf,Yes,No,2.9,46.0,Ulsoor,"Bakery, Quick Bites","Bakery, Desserts, Sandwich",400.0,Desserts,Brigade Road,133.4,Street Food & Snacks,Quick Bites & Takeaway,Desserts & Sweets
Ooty Chocolates,Yes,No,3.5,17.0,Residency Road,Dessert Parlor,Desserts,300.0,Desserts,Brigade Road,59.5,Desserts & Sweets,Dessert & Beverage Shops,Desserts & Sweets
Surya Bakery,No,No,3.5,21.0,Shanti Nagar,Bakery,Bakery,200.0,Desserts,Brigade Road,73.5,Desserts & Sweets,Cafe & Bakery,Desserts & Sweets
Up Bhavan,No,No,3.4,6.0,Commercial Street,Sweet Shop,"Mithai, Street Food",150.0,Desserts,Brigade Road,20.4,Street Food & Snacks,Others,Desserts & Sweets
Ice N Spice,No,No,3.7,17.0,MG Road,Dessert Parlor,Desserts,200.0,Desserts,Brigade Road,62.900000000000006,Desserts & Sweets,Dessert & Beverage Shops,Desserts & Sweets
Mishra Pedha,No,No,3.3,4.0,Richmond Road,Sweet Shop,"Mithai, Bakery",300.0,Desserts,Brigade Road,13.2,Desserts & Sweets,Others,Desserts & Sweets
Delhi Bhavan,No,No,3.4,11.0,Commercial Street,Quick Bites,"Street Food, Mithai",150.0,Desserts,Brigade Road,37.4,Street Food & Snacks,Quick Bites & Takeaway,Street Food & Snacks
S R & Sons Bakery,No,No,3.5,10.0,Commercial Street,Dessert Parlor,Bakery,100.0,Desserts,Brigade Road,35.0,Desserts & Sweets,Dessert & Beverage Shops,Desserts & Sweets
Deli Counter - Gateway Hotel,No,No,3.5,6.0,Residency Road,Dessert Parlor,Bakery,500.0,Desserts,Brigade Road,21.0,Desserts & Sweets,Dessert & Beverage Shops,Desserts & Sweets
Brea,No,No,3.2,7.0,Commercial Street,"Bakery, Quick Bites",Bakery,300.0,Desserts,Brigade Road,22.400000000000002,Desserts & Sweets,Quick Bites & Takeaway,Desserts & Sweets
Arya Bhavan Sweets,No,No,3.2,6.0,MG Road,Sweet Shop,"Mithai, Street Food, North Indian",300.0,Desserts,Brigade Road,19.200000000000003,North Indian & Mughlai Cuisine,Others,Desserts & Sweets
Sweet Truth,Yes,No,4.1,49.0,Residency Road,Delivery,"Bakery, Desserts",500.0,Desserts,Brigade Road,200.89999999999998,Desserts & Sweets,Delivery Only,Desserts & Sweets
The Belgian Waffle Co.,Yes,No,3.7,73.0,Residency Road,Dessert Parlor,"Desserts, Beverages",350.0,Desserts,Brigade Road,270.1,Desserts & Sweets,Dessert & Beverage Shops,Desserts & Sweets
Ganache - The Ritz-Carlton,No,No,3.9,49.0,Residency Road,Dessert Parlor,Bakery,600.0,Desserts,Brigade Road,191.1,Desserts & Sweets,Dessert & Beverage Shops,Desserts & Sweets
Thom's Bakery,No,No,4.1,211.0,Frazer Town,"Bakery, Quick Bites","Bakery, Fast Food",200.0,Desserts,Brigade Road,865.0999999999999,Street Food & Snacks,Quick Bites & Takeaway,Desserts & Sweets
Hae Kum Gang,No,Yes,4.4,1187.0,Brigade Road,Casual Dining,"Korean, Chinese, Japanese",1100.0,Dine-out,Brigade Road,5222.8,Chinese & Pan-Asian Delights,Casual Dining & Bar,Global Fusion & Others
